"Area","AreaName","StateAb","State","CountyTownName"
"3000002","Central Montana nonmetropolitan area","MT","MONTANA","HILL"
"3000003","Southwest Montana nonmetropolitan area","MT","MONTANA","JEFFERSON"
"3000002","Central Montana nonmetropolitan area","MT","MONTANA","JUDITH BASIN"
"3000004","West Montana nonmetropolitan area","MT","MONTANA","LAKE"
"3000003","Southwest Montana nonmetropolitan area","MT","MONTANA","LEWIS AND CLARK"
"3000002","Central Montana nonmetropolitan area","MT","MONTANA","LIBERTY"
"3000004","West Montana nonmetropolitan area","MT","MONTANA","LINCOLN"
"3000001","East Montana nonmetropolitan area","MT","MONTANA","MCCONE"
"3000003","Southwest Montana nonmetropolitan area","MT","MONTANA","MADISON"
"3000003","Southwest Montana nonmetropolitan area","MT","MONTANA","MEAGHER"
"3000004","West Montana nonmetropolitan area","MT","MONTANA","MINERAL"
"3000002","Central Montana nonmetropolitan area","MT","MONTANA","MUSSELSHELL"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (PEMBROKE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (PERRY)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (PRINCETON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (ROBBINSTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (ROQUE BLUFFS)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (STEUBEN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (TALMADGE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (TOPSFIELD)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (VANCEBORO)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (WAITE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (WESLEY)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (WHITING)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (WHITNEYVILLE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (PASSAMOQUODDY PLEASANT POINT INDIAN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (EAST CENTRAL WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (EAST CENTRAL WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (EAST CENTRAL WASHINGTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (INDIAN TWP RESERVATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (EAST CENTRAL WASHINGTON - U TS)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","WASHINGTON (NORTH WASHINGTON)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (ACTON)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (ALFRED)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (NEWFIELD)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (NORTH BERWICK)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (PARSONSFIELD)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (SANFORD)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (SHAPLEIGH)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (WELLS)"
"2300002","Southwest Maine nonmetropolitan area","ME","MAINE","YORK (OGUNQUIT)"
"2400001","Upper Eastern Shore of Maryland nonmetropolitan area","MD","MARYLAND","CAROLINE"
"2400001","Upper Eastern Shore of Maryland nonmetropolitan area","MD","MARYLAND","DORCHESTER"
"2400002","Garrett County, Maryland nonmetropolitan area","MD","MARYLAND","GARRETT"
"2400001","Upper Eastern Shore of Maryland nonmetropolitan area","MD","MARYLAND","KENT"
"2400001","Upper Eastern Shore of Maryland nonmetropolitan area","MD","MARYLAND","TALBOT"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","BARNSTABLE (PROVINCETOWN)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","BARNSTABLE (TRURO)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (NORTH ADAMS)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (CLARKSBURG)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (FLORIDA)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (WILLIAMSTOWN)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (ALFORD)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (EGREMONT)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (GREAT BARRINGTON)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (HANCOCK)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (MONTEREY)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (MOUNT WASHINGTON)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (NEW MARLBOROUGH)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (OTIS)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (SANDISFIELD)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (SHEFFIELD)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (STOCKBRIDGE)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (TYRINGHAM)"
"2500002","Southwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","BERKSHIRE (WEST STOCKBRIDGE)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (CHILMARK)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (EDGARTOWN)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (AQUINNAH (GAY HEAD))"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (GOSNOLD)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (OAK BLUFFS)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (TISBURY)"
"2500001","Nantucket Island and Martha's Vineyard nonmetropolitan area","MA","MASSACHUSETTS","DUKES (WEST TISBURY)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (NEW SALEM)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (ORANGE)"
"2500004","North Central Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (WARWICK)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (GREENFIELD)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (BERNARDSTON)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (BUCKLAND)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (CHARLEMONT)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (COLRAIN)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (ERVING)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (GILL)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (HAWLEY)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (HEATH)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (LEYDEN)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (MONTAGUE)"
"2500003","Northwest Massachusetts nonmetropolitan area","MA","MASSACHUSETTS","FRANKLIN (NORTHFIELD)"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","MC MULLEN"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MADISON"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","MARION"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MASON"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","MATAGORDA"
"4800005","Border Region of Texas nonmetropolitan area","TX","TEXAS","MAVERICK"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MENARD"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MILAM"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MILLS"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","MITCHELL"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","MONTAGUE"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","MOORE"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","MORRIS"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","MOTLEY"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","NACOGDOCHES"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","NAVARRO"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","NOLAN"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","OCHILTREE"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","PALO PINTO"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","PANOLA"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","PARMER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","PECOS"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","POLK"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","PRESIDIO"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","RAINS"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","REAGAN"
"4800005","Border Region of Texas nonmetropolitan area","TX","TEXAS","REAL"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","RED RIVER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","REEVES"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","REFUGIO"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","ROBERTS"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","RUNNELS"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","SABINE"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","SAN AUGUSTINE"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","SAN JACINTO"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","SAN SABA"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","SCHLEICHER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","SCURRY"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","SHACKELFORD"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","SHELBY"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","SHERMAN"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","STARR"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","STEPHENS"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","STERLING"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","STONEWALL"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","SUTTON"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","SWISHER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","TERRELL"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","TERRY"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","THROCKMORTON"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","TITUS"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","TRINITY"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","TYLER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","UPTON"
"4800005","Border Region of Texas nonmetropolitan area","TX","TEXAS","UVALDE"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","GREENE"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","GRENADA"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","HOLMES"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","HUMPHREYS"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","ISSAQUENA"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","ITAWAMBA"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","JASPER"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","JEFFERSON"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","JEFFERSON DAVIS"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","JONES"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","KEMPER"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","LAFAYETTE"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","LAUDERDALE"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","LAWRENCE"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","LEAKE"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","LEE"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","LEFLORE"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","LINCOLN"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","LOWNDES"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","MARION"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","MONROE"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","MONTGOMERY"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","NESHOBA"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","NEWTON"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","NOXUBEE"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","OKTIBBEHA"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","PANOLA"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","PEARL RIVER"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","PIKE"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","PONTOTOC"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","PRENTISS"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","QUITMAN"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","SCOTT"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","SHARKEY"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","SMITH"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","STONE"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","SUNFLOWER"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","TALLAHATCHIE"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","TIPPAH"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","TISHOMINGO"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","UNION"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","WALTHALL"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","WARREN"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","WASHINGTON"
"2800003","Southeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","WAYNE"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","WEBSTER"
"2800004","Southwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","WILKINSON"
"2800001","Northeast Mississippi nonmetropolitan area","MS","MISSISSIPPI","WINSTON"
"2800002","Northwest Mississippi nonmetropolitan area","MS","MISSISSIPPI","YALOBUSHA"
"1800001","Northern Indiana nonmetropolitan area","IN","INDIANA","PULASKI"
"1800002","Central Indiana nonmetropolitan area","IN","INDIANA","RANDOLPH"
"1800003","Southern Indiana nonmetropolitan area","IN","INDIANA","RIPLEY"
"1800002","Central Indiana nonmetropolitan area","IN","INDIANA","RUSH"
"1800003","Southern Indiana nonmetropolitan area","IN","INDIANA","SPENCER"
"1800001","Northern Indiana nonmetropolitan area","IN","INDIANA","STARKE"
"1800001","Northern Indiana nonmetropolitan area","IN","INDIANA","STEUBEN"
"1800003","Southern Indiana nonmetropolitan area","IN","INDIANA","SWITZERLAND"
"1800002","Central Indiana nonmetropolitan area","IN","INDIANA","TIPTON"
"1800001","Northern Indiana nonmetropolitan area","IN","INDIANA","WABASH"
"1800002","Central Indiana nonmetropolitan area","IN","INDIANA","WARREN"
"1800002","Central Indiana nonmetropolitan area","IN","INDIANA","WAYNE"
"1800001","Northern Indiana nonmetropolitan area","IN","INDIANA","WHITE"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","ADAIR"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","ADAMS"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","ALLAMAKEE"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","APPANOOSE"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","AUDUBON"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","BOONE"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","BUCHANAN"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","BUENA VISTA"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","BUTLER"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","CALHOUN"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","CARROLL"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","CASS"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","CEDAR"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","CERRO GORDO"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","CHEROKEE"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","CHICKASAW"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","CLARKE"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","CLAY"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","CLAYTON"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","CLINTON"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","CRAWFORD"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","DAVIS"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","DECATUR"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","DELAWARE"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","DES MOINES"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","DICKINSON"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","EMMET"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","FAYETTE"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","FLOYD"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","FRANKLIN"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","FREMONT"
"1900003","Southwest Iowa nonmetropolitan area","IA","IOWA","GREENE"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","HAMILTON"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","HANCOCK"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","HARDIN"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","HENRY"
"1900001","Northeast Iowa nonmetropolitan area","IA","IOWA","HOWARD"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","HUMBOLDT"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","IDA"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","IOWA"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","JACKSON"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","JASPER"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","JEFFERSON"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","KEOKUK"
"1900002","Northwest Iowa nonmetropolitan area","IA","IOWA","KOSSUTH"
"1900004","Southeast Iowa nonmetropolitan area","IA","IOWA","LEE"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MADAWASKA)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MAPLETON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MARS HILL)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MASARDIS)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MERRILL)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MONTICELLO)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MORO PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (NASHVILLE PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (NEW CANADA PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (NEW LIMERICK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (NEW SWEDEN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (OAKFIELD)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (ORIENT)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (OXBOW PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (PERHAM)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (PORTAGE LAKE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (PRESQUE ISLE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (REED PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (ST AGATHA)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (ST FRANCIS)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (ST JOHN PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SHERMAN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SMYRNA)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (STOCKHOLM)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (VAN BUREN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WADE)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WALLAGRASS PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WASHBURN)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WESTFIELD)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WESTMANLAND)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WESTON)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WINTERVILLE PLANTATION)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (WOODLAND)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (NORTHWEST AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CONNOR - UNORG TS)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CENTRAL AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CENTRAL AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SOUTH AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SOUTH AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SOUTH AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CENTRAL AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SOUTH AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CENTRAL AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (SOUTH AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (CENTRAL AROOSTOOK)"
"2300001","Northeast Maine nonmetropolitan area","ME","MAINE","AROOSTOOK (MONTICELLO)"
